GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACK001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,ICPSR State Code,ICPSR County Code,Total
"G5000270","1840","Vermont","500","Windsor","0270","Windsor","6","270",63
"G5100010","1840","Virginia","510","Accomack","0010","Accomack","40","10",2095
"G5100030","1840","Virginia","510","Albemarle","0030","Albemarle","40","30",738
"G5100050","1840","Virginia","510","Alleghany","0050","Alleghany","40","50",104
"G5100070","1840","Virginia","510","Amelia","0070","Amelia","40","70",257
"G5100090","1840","Virginia","510","Amherst","0090","Amherst","40","90",821
"G5100150","1840","Virginia","510","Augusta","0150","Augusta","40","150",603
"G5100170","1840","Virginia","510","Bath","0170","Bath","40","170",159
"G5100190","1840","Virginia","510","Bedford","0190","Bedford","40","190",539
"G5100195","1840","Virginia","510","Berkeley","0195","Berkeley","40","195",658
"G5100230","1840","Virginia","510","Botetourt","0230","Botetourt","40","230",242
"G5100233","1840","Virginia","510","Braxton","0233","Braxton","40","235",374
"G5100237","1840","Virginia","510","Brooke","0237","Brooke","40","245",115
"G5100250","1840","Virginia","510","Brunswick","0250","Brunswick","40","250",195
"G5100290","1840","Virginia","510","Buckingham","0290","Buckingham","40","290",786
"G5100293","1840","Virginia","510","Cabell","0293","Cabell","40","295",1191
"G5100310","1840","Virginia","510","Campbell","0310","Campbell","40","310",203
"G5100330","1840","Virginia","510","Caroline","0330","Caroline","40","330",523
"G5100360","1840","Virginia","510","Charles City","0360","Charles City","40","360",0
"G5100370","1840","Virginia","510","Charlotte","0370","Charlotte","40","370",353
"G5100410","1840","Virginia","510","Chesterfield","0410","Chesterfield","40","410",1135
"G5100430","1840","Virginia","510","Clarke","0430","Clarke","40","430",17
"G5100470","1840","Virginia","510","Culpeper","0470","Culpeper","40","470",153
"G5100490","1840","Virginia","510","Cumberland","0490","Cumberland","40","490",145
"G5100530","1840","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",679
"G5100550","1840","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",127
"G5100570","1840","Virginia","510","Essex","0570","Essex","40","570",447
"G5100590","1840","Virginia","510","Fairfax","0590","Fairfax","40","590",28
"G5100610","1840","Virginia","510","Fauquier","0610","Fauquier","40","610",734
"G5100615","1840","Virginia","510","Fayette","0615","Fayette","40","615",396
"G5100630","1840","Virginia","510","Floyd","0630","Floyd","40","630",328
"G5100650","1840","Virginia","510","Fluvanna","0650","Fluvanna","40","650",239
"G5100670","1840","Virginia","510","Franklin","0670","Franklin","40","670",957
"G5100690","1840","Virginia","510","Frederick","0690","Frederick","40","690",0
"G5100710","1840","Virginia","510","Giles","0710","Giles","40","710",379
"G5100730","1840","Virginia","510","Gloucester","0730","Gloucester","40","730",653
"G5100750","1840","Virginia","510","Goochland","0750","Goochland","40","750",39
"G5100770","1840","Virginia","510","Grayson","0770","Grayson","40","770",232
"G5100775","1840","Virginia","510","Greenbrier","0775","Greenbrier","40","775",145
"G5100790","1840","Virginia","510","Greene","0790","Greene","40","790",421
"G5100810","1840","Virginia","510","Greensville","0810","Greensville","40","810",138
"G5100830","1840","Virginia","510","Halifax","0830","Halifax","40","830",459
"G5100833","1840","Virginia","510","Hampshire","0833","Hampshire","40","835",1206
"G5100850","1840","Virginia","510","Hanover","0850","Hanover","40","850",622
"G5100853","1840","Virginia","510","Hardy","0853","Hardy","40","855",654
"G5100857","1840","Virginia","510","Harrison","0857","Harrison","40","865",2327
"G5100870","1840","Virginia","510","Henrico","0870","Henrico","40","870",689
"G5100890","1840","Virginia","510","Henry","0890","Henry","40","890",607
"G5100930","1840","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",728
"G5100935","1840","Virginia","510","Jackson","0935","Jackson","40","935",183
"G5100950","1840","Virginia","510","James City","0950","James City","40","950",29
"G5100953","1840","Virginia","510","Jefferson","0953","Jefferson","40","955",236
"G5100957","1840","Virginia","510","Kanawha","0957","Kanawha","40","965",431
"G5100970","1840","Virginia","510","King And Queen","0970","King And Queen","40","970",674
"G5100990","1840","Virginia","510","King George","0990","King George","40","990",270
"G5101010","1840","Virginia","510","King William","1010","King William","40","1010",185
"G5101030","1840","Virginia","510","Lancaster","1030","Lancaster","40","1030",51
"G5101050","1840","Virginia","510","Lee","1050","Lee","40","1050",1674
"G5101053","1840","Virginia","510","Lewis","1053","Lewis","40","1055",882
"G5101057","1840","Virginia","510","Logan","1057","Logan","40","1065",83
"G5101070","1840","Virginia","510","Loudoun","1070","Loudoun","40","1070",980
"G5101090","1840","Virginia","510","Louisa","1090","Louisa","40","1090",348
"G5101110","1840","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",142
"G5101130","1840","Virginia","510","Madison","1130","Madison","40","1130",119
"G5101135","1840","Virginia","510","Marshall","1135","Marshall","40","1145",0
"G5101137","1840","Virginia","510","Mason","1137","Mason","40","1148",544
"G5101150","1840","Virginia","510","Mathews","1150","Matthews","40","1150",368
"G5101170","1840","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",825
"G5101175","1840","Virginia","510","Mercer","1175","Mercer","40","1175",316
"G5101190","1840","Virginia","510","Middlesex","1190","Middlesex","40","1190",146
"G5101193","1840","Virginia","510","Monongalia","1193","Monongalia","40","1195",2132
"G5101197","1840","Virginia","510","Monroe","1197","Monroe","40","1205",539
"G5101210","1840","Virginia","510","Montgomery","1210","Montgomery","40","1210",101
"G5101215","1840","Virginia","510","Morgan","1215","Morgan","40","1215",469
"G5101230","1840","Virginia","510","Nansemond","1230","Nansemond","40","1230",328
"G5101250","1840","Virginia","510","Nelson","1250","Nelson","40","1250",252
"G5101270","1840","Virginia","510","New Kent","1270","New Kent","40","1270",184
"G5101275","1840","Virginia","510","Nicholas","1275","Nicholas","40","1275",92
"G5101290","1840","Virginia","510","Norfolk","1290","Norfolk","40","1290",1322
"G5101310","1840","Virginia","510","Northampton","1310","Northampton","40","1310",449
"G5101330","1840","Virginia","510","Northumberland","1330","Northumberland","40","1330",318
"G5101350","1840","Virginia","510","Nottoway","1350","Nottoway","40","1350",65
"G5101355","1840","Virginia","510","Ohio","1355","Ohio","40","1355",8
"G5101370","1840","Virginia","510","Orange","1370","Orange","40","1370",150
"G5101390","1840","Virginia","510","Page","1390","Page","40","1390",338
"G5101410","1840","Virginia","510","Patrick","1410","Patrick","40","1410",589
"G5101415","1840","Virginia","510","Pendleton","1415","Pendleton","40","1415",1167
"G5101430","1840","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",1936
"G5101437","1840","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",190
"G5101450","1840","Virginia","510","Powhatan","1450","Powhatan","40","1450",16
"G5101455","1840","Virginia","510","Preston","1455","Preston","40","1455",431
"G5101470","1840","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",166
"G5101490","1840","Virginia","510","Prince George","1490","Prince George","40","1490",380
"G5101510","1840","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",390
"G5101530","1840","Virginia","510","Prince William","1530","Prince William","40","1530",369
"G5101550","1840","Virginia","510","Pulaski","1550","Pulaski","40","1550",135
"G5101557","1840","Virginia","510","Randolph","1557","Randolph","40","1567",381
"G5101570","1840","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",401
"G5101590","1840","Virginia","510","Richmond","1590","Richmond","40","1590",409
"G5101610","1840","Virginia","510","Roanoke","1610","Roanoke","40","1610",177
"G5101630","1840","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",8
"G5101650","1840","Virginia","510","Rockingham","1650","Rockingham","40","1650",1394
"G5101670","1840","Virginia","510","Russell","1670","Russell","40","1670",822
"G5101690","1840","Virginia","510","Scott","1690","Scott","40","1690",679
"G5101710","1840","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",1380
"G5101730","1840","Virginia","510","Smyth","1730","Smyth","40","1730",648
"G5101750","1840","Virginia","510","Southampton","1750","Southampton","40","1750",1089
"G5101770","1840","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",390
"G5101790","1840","Virginia","510","Stafford","1790","Stafford","40","1790",0
"G5101810","1840","Virginia","510","Surry","1810","Surry","40","1810",249
"G5101830","1840","Virginia","510","Sussex","1830","Sussex","40","1830",294
"G5101850","1840","Virginia","510","Tazewell","1850","Tazewell","40","1850",913
"G5101855","1840","Virginia","510","Tyler","1855","Tyler","40","1859",426
"G5101870","1840","Virginia","510","Warren","1870","Warren","40","1870",310
"G5101890","1840","Virginia","510","Warwick","1890","Warwick","40","1875",43
"G5101910","1840","Virginia","510","Washington","1910","Washington","40","1910",1339
"G5101930","1840","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",175
"G5101953","1840","Virginia","510","Wood","1953","Wood","40","1955",48
"G5101970","1840","Virginia","510","Wythe","1970","Wythe","40","1970",1208
"G5101990","1840","Virginia","510","York","1990","York","40","1990",197
"G5550015","1840","Wisconsin Territory","555","Brown","0015","Brown","25","90",266
"G5550035","1840","Wisconsin Territory","555","Calumet","0035","Calumet","25","150",0
"G5550055","1840","Wisconsin Territory","555","Crawford","0055","Crawford","25","230",195
"G5550075","1840","Wisconsin Territory","555","Dane","0075","Dane","25","250",0
"G5550095","1840","Wisconsin Territory","555","Dodge","0095","Dodge","25","270",0
"G5550115","1840","Wisconsin Territory","555","Fond du Lac","0115","Fond Du Lac","25","390",0
"G5550135","1840","Wisconsin Territory","555","Grant","0135","Grant","25","430",205
"G5550155","1840","Wisconsin Territory","555","Green","0155","Green","25","450",37
"G5550175","1840","Wisconsin Territory","555","Iowa","0175","Iowa","25","490",73
"G5550195","1840","Wisconsin Territory","555","Jefferson","0195","Jefferson","25","550",4
"G5550215","1840","Wisconsin Territory","555","Manitowoc","0215","Manitowoc","25","710",55
"G5550235","1840","Wisconsin Territory","555","Marquette","0235","Marquette","25","770",2
"G5550255","1840","Wisconsin Territory","555","Milwaukee","0255","Milwaukee","25","790",58
"G5550275","1840","Wisconsin Territory","555","Portage","0275","Portage","25","970",521
"G5550295","1840","Wisconsin Territory","555","Racine","0295","Racine","25","1010",15
"G5550315","1840","Wisconsin Territory","555","Rock","0315","Rock","25","1050",6
"G5550335","1840","Wisconsin Territory","555","Sauk","0335","Sauk","25","1110",0
"G5550355","1840","Wisconsin Territory","555","Sheboygan","0355","Sheboygan","25","1170",0
"G5550375","1840","Wisconsin Territory","555","St Croix","0375","St Croix","25","1090",225
"G5550395","1840","Wisconsin Territory","555","Walworth","0395","Walworth","25","1270",11
"G5550415","1840","Wisconsin Territory","555","Washington","0415","Washington","25","1310",12
"G5550435","1840","Wisconsin Territory","555","Winnebago","0435","Winnebago","25","1390",16
